ts,SA,NSW
25/08/2018 13:20,50.447338,49.808777
25/08/2018 13:20,50.451313,49.814667
25/08/2018 13:20,50.456707,49.819336
25/08/2018 13:20,50.460297,49.823151
25/08/2018 13:20,50.461346,49.827553
25/08/2018 13:20,50.459522,49.830673
25/08/2018 13:20,50.454018,49.832195
25/08/2018 13:20,50.447292,49.832176
25/08/2018 13:20,50.442993,49.829479
25/08/2018 13:20,50.44183,49.821693
25/08/2018 13:20,50.441738,49.811691
25/08/2018 13:20,50.442966,49.80188
25/08/2018 13:20,50.445911,49.793938
25/08/2018 13:20,50.449291,49.792603
25/08/2018 13:20,50.451317,49.797626
25/08/2018 13:20,50.45092,49.808823
25/08/2018 13:20,50.447559,49.822685
25/08/2018 13:20,50.443027,49.835522
25/08/2018 13:20,50.436649,49.846195
25/08/2018 13:20,50.426918,49.853477
25/08/2018 13:20,50.416718,49.85704
25/08/2018 13:20,50.408314,49.859188
25/08/2018 13:20,50.402542,49.859074
25/08/2018 13:20,50.396599,49.855545
25/08/2018 13:20,50.390362,49.849068
25/08/2018 13:20,50.385349,49.84169
25/08/2018 13:20,50.381886,49.83511
25/08/2018 13:21,50.378632,49.830025
25/08/2018 13:21,50.375412,49.82542
25/08/2018 13:21,50.373859,49.822609
